data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
galaxyzoo,RS,0.3,-0.07805596465390285,-0.10915872960186933,-0.046953199705936324,8.709641632479014e-07,0.6958762886597938,0.9828660436137072,0.788,"[642, 1358]",642.0,698.0,-0.9999995312139092,1.0,2.0,-0.27692736378063465,0.02509852477657815,2.6308452472066123e-28,-0.32611956840781403,-0.22773515915345527
galaxyzoo,RS,0.4,-0.07248764415156506,-0.10621185046439041,-0.038763437838739805,2.5222983139753137e-05,0.6828665568369028,0.9732824427480916,0.797,"[786, 1214]",786.0,557.0,-0.9999974061961666,1.0,2.0,-0.21466941810710116,0.08353545575296643,0.010175722930890004,-0.37839590281505464,-0.05094293339914768
galaxyzoo,RS,0.5,-0.03876739562624254,-0.07635584981285218,-0.001178941439632937,0.043234528157538345,0.6848906560636183,0.959758551307847,0.8215,"[994, 1006]",994.0,345.0,-0.9999820311077201,1.0,2.0,-0.24989248801048114,0.07081830981504712,0.0004176972105558441,-0.38869382469397296,-0.11109115132698935
galaxyzoo,RS,0.6,-0.006451612903225823,-0.05052793269327194,0.03762470688682032,0.7741987444237424,0.6774193548387096,0.9404081632653061,0.8385,"[1225, 775]",1225.0,118.0,-0.9998068380256883,1.0,2.0,-0.28702816224771466,0.12847380580968393,0.02547401961798285,-0.5388321945914879,-0.035224129903941415
galaxyzoo,RS,0.7,0.014414414414414378,-0.04015151633984515,0.068980345168674,0.6046298629532598,0.654054054054054,0.9183391003460207,0.845,"[1445, 555]",86.0,37.0,-0.9986321174248587,1.0,2.0,-0.15159417027326327,0.2612586746515177,0.5617490743080022,-0.6636517632389055,0.36046342269237897
galaxyzoo,RS,0.8,0.0603674540682414,-0.006407940618291474,0.12714284875477444,0.07641435600937618,0.6745406824146981,0.8943792464484249,0.8525,"[1619, 381]",13.0,8.0,-0.9899120718240737,1.0,2.0,0.2132909533993449,0.21376350994609913,0.3183815160832292,-0.205677827303879,0.6322597341025689
galaxyzoo,RS,0.9,0.08938547486033521,-0.009450333545377845,0.18822128326604826,0.07630179427452298,0.6759776536312849,0.8660076880834706,0.849,,,,,,,,,,,
galaxyzoo,RS,1.0,0.0,0.0,0.0,0.0,0.0,0.841,0.841,,,,,,,,,,,
galaxyzoo,RS,0.0,-0.09850000000000002,-0.1216107828363619,-0.07538921716363814,6.625658848376621e-17,0.7425,0.0,0.7425,,,,,,,,,,,
galaxyzoo,CC,0.1,-0.09280089988751405,-0.11750547878574744,-0.06809632098928067,1.8055441111247661e-13,0.7446569178852643,0.8828828828828829,0.76,"[222, 1778]",124.0,1303.0,-0.0029137551784514594,1.0,2.0,-0.14971918195024614,0.03782300905278116,7.544865184871231e-05,-0.22385091748062963,-0.07558744641986265
